country,alum_survey,survey_year,consent,gep_id,school_graduation,year_program,same_residence,girl_age,n2_a1,n2_a2,n2_a3,n2_a4,n2_a5,n2_a6,n2_a7,n2_a8,n2_a9,n3_b1,n3_b2,n3_b3,n3_b4,n3_b5,n4_c1,n4_c2_a,n4_c2_b,n4_c2_c,n4_c2_d,n4_c2_e,n4_c2_f,n4_c2_g,n4_c2_h,n4_c2_i,n4_c2_j,n4_c2_k,n4_c3_a,n4_c3_b,n4_c3_c,n4_c3_d,n4_c3_e,n4_c3_f,n4_c3_g,n4_c3_h,n4_c3_i,n4_c3_j,n4_c3_k,n5_d1,n5_d2,n5_d3,n5_d4,n5_d5,n5_d6,n5_d7,n2_a4_KH,n2_a5_KH,n2_a4_NP,n2_a5_NP
Cambodia,0,2024,Yes,KH-GEP-17-0692,2023,6,0,20,Yes,0,Yes,,,,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,A subsidiary or certificate or course (a type that learns less than or 2 years),,,
Cambodia,0,2024,Yes,KH-GEP-17-1127,2023,6,0,19,Yes,Yes,,,,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,A subsidiary or certificate or course (a type that learns less than or 2 years),,
Cambodia,0,2024,Yes,KH-GEP-17-1397,2023,6,0,19,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,Bachelors degree or equivalent,,
Cambodia,0,2024,Yes,KH-GEP-17-2188,2023,6,0,19,Yes,Yes,,,,Full time,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,Bachelors degree or equivalent,,
Cambodia,0,2024,Yes,KH-GEP-17-0267,2023,6,0,18,Yes,Yes,,,,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,Bachelors degree or equivalent,,
Cambodia,0,2024,Yes,KH-GEP-17-0144,2023,6,0,19,Yes,Yes,,,,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,Yes,To a great extent,,Bachelors degree or equivalent,,
Cambodia,0,2024,Yes,KH-GEP-17-0294,2023,6,0,20,Yes,Yes,,,,Full time,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,0,Yes,Very helpful,No,To a great extent,,Bachelors degree or equivalent,,
Cambodia,0,2024,Yes,KH-GEP-17-0673,2023,6,0,18,Yes,0,Yes,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,Yes,To a great extent,Bachelors degree or equivalent,,,
Cambodia,0,2024,Yes,KH-GEP-17-0423,2023,6,Yes,19,0,0,,,,,0,Yes,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Cambodia,0,2024,Yes,KH-GEP-16-0673,2023,7,0,20,Yes,Yes,,,,0,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,No,To a great extent,,Bachelors degree or equivalent,,
Cambodia,0,2024,Yes,KH-GEP-17-0936,2023,6,0,20,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,A subsidiary or certificate or course (a type that learns less than or 2 years),,
Cambodia,0,2024,Yes,KH-GEP-17-2116,2023,6,Yes,19,0,0,,,,,0,Yes,Yes,Never married,,,,,0,No,No,Yes,Yes,No,No,No,No,No,No,No,,,Partially,Partially,,,,,,,,0,0,0,Yes,Very helpful,Yes,To some extent,,,,
Cambodia,0,2024,Yes,KH-GEP-17-1244,2023,6,0,19,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Somewhat helpful,Yes,To some extent,,Bachelors degree or equivalent,,
Cambodia,0,2024,Yes,KH-GEP-17-1283,2023,6,Yes,19,Yes,Yes,,,,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,Yes,To a great extent,,Bachelors degree or equivalent,,
Cambodia,0,2024,Yes,KH-GEP-17-0171,2023,6,0,18,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,No,To a great extent,,Bachelors degree or equivalent,,
Cambodia,0,2024,Yes,KH-GEP-17-1541,2023,6,0,18,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To some extent,,Short-term career program or course (less than or equal to 2 years),,
Cambodia,0,2024,Yes,KH-GEP-17-1538,2023,6,0,19,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,Bachelors degree or equivalent,,
Cambodia,0,2024,Yes,KH-GEP-17-1574,2023,6,0,19,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,Yes,To some extent,,Bachelors degree or equivalent,,
Cambodia,0,2024,Yes,KH-GEP-17-1013,2023,6,0,21,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,Bachelors degree or equivalent,,
Cambodia,0,2024,Yes,KH-GEP-17-0236,2023,6,0,19,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,Bachelors degree or equivalent,,
Cambodia,0,2024,Yes,KH-GEP-17-0026,2023,6,0,18,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,0,Yes,Yes,Very helpful,No,To some extent,,Bachelors degree or equivalent,,
Cambodia,0,2024,Yes,KH-GEP-17-1676,2023,6,0,20,Yes,Yes,,,,Full time,0,0,,Never married,,,,,0,No,No,Yes,No,No,No,No,No,No,No,No,,,Partially,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,Bachelors degree or equivalent,,
Cambodia,0,2024,Yes,KH-GEP-17-1093,2023,6,Yes,18,0,0,,,,,0,0,,Engaged to be married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Somewhat helpful,No,To some extent,,,,
Cambodia,0,2024,Yes,KH-GEP-17-1199,2023,6,0,18,Yes,0,0,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,Not at all,,,,
Cambodia,0,2024,Yes,KH-GEP-17-0763,2023,6,Yes,18,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To some extent,,Bachelors degree or equivalent,,
Cambodia,0,2024,Yes,KH-GEP-17-1796,2023,6,0,20,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Cambodia,0,2024,Yes,KH-GEP-17-0679,2023,6,Yes,20,0,0,,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Cambodia,0,2024,Yes,KH-GEP-17-0561,2023,6,0,18,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,A subsidiary or certificate or course (a type that learns less than or 2 years),,
Cambodia,0,2024,Yes,KH-GEP-17-2091,2023,6,Yes,20,Yes,0,0,,,,Yes,0,0,Married,19,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To some extent,,,,
Cambodia,0,2024,Yes,KH-GEP-17-0658,2023,6,0,22,0,0,,,,,Yes,0,Yes,Engaged to be married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,0,Yes,Very helpful,No,To some extent,,,,
Cambodia,0,2024,Yes,KH-GEP-17-0781,2023,6,0,20,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,Yes,To a great extent,,,,
Cambodia,0,2024,Yes,KH-GEP-17-1947,2023,6,0,19,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,Bachelors degree or equivalent,,
Cambodia,0,2024,Yes,KH-GEP-17-0890,2023,6,0,18,0,0,,,,,Yes,0,0,Engaged to be married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Somewhat helpful,No,To a great extent,,,,
Cambodia,0,2024,Yes,KH-GEP-17-0718,2023,6,0,20,0,0,,,,,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Cambodia,0,2024,Yes,KH-GEP-17-1917,2023,6,0,19,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,Bachelors degree or equivalent,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0065,2018,6,0,23,Yes,Yes,,,,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,Bachelors degree or equivalent,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0262,2018,6,0,23,Yes,0,0,,,,Yes,Yes,Yes,Married,23,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Somewhat helpful,No,To a great extent,,,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0259,2018,6,Yes,22,Yes,Yes,,,,Full time,Yes,0,Yes,Married,22,Yes,1,23,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,A subsidiary or certificate or course (a type that learns less than or 2 years),,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0030,2018,6,0,23,Yes,Yes,,,,Full time,Yes,0,Yes,Married,23,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,Masters degree or equivalent,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0472,2018,6,0,25,Yes,0,Yes,,,,Yes,0,Yes,Married,22,Yes,2,23,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,Bachelors degree or equivalent,,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0463,2018,6,0,23,Yes,0,Yes,,,,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To some extent,Bachelors degree or equivalent,,,
Cambodia,1 Year,2023,Yes,KH-GEP-11-0207,2018,6,Yes,23,0,0,,,,,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To some extent,,,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0005,2018,6,0,23,Yes,Yes,,,,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,Bachelors degree or equivalent,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0197,2018,6,0,25,Yes,Yes,,,,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,Bachelors degree or equivalent,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0184,2018,6,0,26,Yes,0,Yes,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,Bachelors degree or equivalent,,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0485,2018,6,0,25,Yes,0,Yes,,,,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To some extent,Masters degree or equivalent,,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0363,2018,6,Yes,25,Yes,Yes,,,,Full time,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,Bachelors degree or equivalent,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0132,2018,6,Yes,24,0,0,,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To some extent,,,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0217,2018,6,0,22,Yes,0,Yes,,,,0,Yes,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To some extent,Bachelors degree or equivalent,,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0432,2018,6,Yes,23,0,Yes,,,,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,Bachelors degree or equivalent,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0225,2018,6,Yes,23,0,Yes,,,,0,0,Yes,Yes,Married,21,Yes,1,22,0,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,Short-term career program or course (less than or equal to 2 years),,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0518,2018,6,0,23,0,0,,,,,0,Yes,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,No,To some extent,,,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0201,2018,6,Yes,26,Yes,0,Yes,,,,Yes,Yes,Yes,Married,23,0,,,0,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,,Yes,Yes,,,Yes,Yes,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,Long-term professional programs or courses (for more than 2 years),,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0674,2018,6,Yes,25,Yes,0,Yes,,,,Yes,0,Yes,Married,25,Yes,1,25,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,Bachelors degree or equivalent,,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0251,2018,6,Yes,,0,0,,,,,Yes,0,0,Never married,,,,,0,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0716,2018,6,0,21,Yes,Yes,,,,0,0,Yes,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,Yes,To a great extent,,Short-term career program or course (less than or equal to 2 years),,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0021,2018,6,Yes,23,0,0,,,,,Yes,Yes,Yes,Married,23,Yes,1,23,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0692,2018,6,Yes,25,0,0,,,,,Yes,Yes,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,No,To a great extent,,,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0112,2018,6,0,23,0,0,,,,,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Somewhat helpful,Yes,To some extent,,,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0237,2018,5,Yes,22,Yes,Yes,,,,0,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,0,Yes,Very helpful,No,To some extent,,A subsidiary or certificate or course (a type that learns less than or 2 years),,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0257,2018,6,Yes,23,0,0,,,,,Yes,Yes,Yes,Married,18,Yes,1,21,0,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,No,,,,0,,,Yes,,Yes,To some extent,,,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0549,2018,6,0,24,Yes,0,0,,,,Yes,0,Yes,Married,21,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0525,2018,6,0,22,Yes,0,Yes,,,,Yes,0,Yes,Never married,,,,,0,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,No,,,,Yes,0,0,Yes,Very helpful,Yes,To a great extent,Bachelors degree or equivalent,,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0352,2018,6,Yes,,0,0,,,,,0,0,,Married,23,Yes,1,23,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,Yes,To some extent,,,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0397,2018,6,Yes,,Yes,0,Yes,,,,0,Yes,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,0,Yes,Yes,Very helpful,Yes,To a great extent,Short-term career program or course (less than or equal to 2 years),,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0011,2018,6,0,23,Yes,Yes,,,,Full time,Yes,0,Yes,Married,23,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Somewhat helpful,Yes,To a great extent,,Bachelors degree or equivalent,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0598,2018,6,0,25,0,0,,,,,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0063,2018,6,0,23,Yes,Yes,,,,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,,,Bachelors degree or equivalent,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0359,2018,6,Yes,,Yes,Yes,,,,Full time,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To some extent,,Bachelors degree or equivalent,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0291,2018,6,Yes,,Yes,Yes,,,,Full time,Yes,0,0,Married,21,Yes,1,23,0,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,No,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,A subsidiary or certificate or course (a type that learns less than or 2 years),,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0710,2018,6,Yes,24,Yes,0,Yes,,,,0,Yes,Yes,Married,21,Yes,1,22,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,Short-term career program or course (less than or equal to 2 years),,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0643,2018,6,0,24,0,0,,,,,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Cambodia,1 Year,2023,Yes,KH-GEP-12-0513,2018,6,Yes,25,0,0,,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Somewhat helpful,No,To some extent,,,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0904,2019,6,0,24,Yes,0,0,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0891,2019,6,0,23,0,Yes,,,,0,Yes,Yes,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,No,To a great extent,,Short-term career program or course (less than or equal to 2 years),,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0797,2019,6,0,25,Yes,Yes,,,,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,Bachelors degree or equivalent,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-1342,2019,6,Yes,24,0,0,,,,,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0906,2019,6,0,25,Yes,0,Yes,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,Short-term career program or course (less than or equal to 2 years),,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0946,2019,6,0,23,Yes,0,Yes,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To some extent,Bachelors degree or equivalent,,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0398,2019,6,0,23,Yes,0,Yes,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,No,To a great extent,Bachelors degree or equivalent,,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0395,2019,6,0,24,0,0,,,,,Yes,0,0,Engaged to be married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0466,2019,6,Yes,23,Yes,0,0,,,,Yes,0,Yes,Married,20,Yes,1,20,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0212,2019,6,0,24,Yes,0,Yes,,,,Yes,0,Yes,Married,23,0,,,0,No,No,No,No,Yes,No,No,No,No,No,No,,,,,Partially,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To some extent,Bachelors degree or equivalent,,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0892,2019,6,Yes,24,Yes,0,Yes,,,,Yes,0,Yes,Engaged to be married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Very helpful,No,To a great extent,Short-term career program or course (less than or equal to 2 years),,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0237,2019,6,Yes,25,0,0,,,,,Yes,0,Yes,Married,24,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,Yes,To a great extent,,,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0887,2019,6,0,25,Yes,0,Yes,,,,Yes,0,Yes,Married,22,Yes,1,23,0,No,No,No,Yes,No,No,No,No,No,No,No,,,,Partially,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,Short-term career program or course (less than or equal to 2 years),,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0081,2019,6,0,24,Yes,Yes,,,,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,Bachelors degree or equivalent,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0277,2019,6,0,23,Yes,Yes,,,,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,Yes,To some extent,,Bachelors degree or equivalent,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0859,2019,6,0,25,0,0,,,,,0,0,,Married,23,Yes,1,24,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To some extent,,,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0690,2019,6,Yes,25,Yes,Yes,,,,Full time,0,Yes,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,0,Yes,Yes,Somewhat helpful,Yes,To a great extent,,Bachelors degree or equivalent,,
Cambodia,1 Year,2024,Yes,KH-GEP-12-0392,2019,6,Yes,23,0,0,,,,,0,0,,Married,23,Yes,1,23,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0750,2019,6,Yes,25,0,0,,,,,0,Yes,0,Married,21,Yes,1,23,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,Yes,To some extent,,,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-1056,2019,6,Yes,22,Yes,Yes,,,,Full time,0,0,,Married,21,Yes,1,21,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,Long-term professional programs or courses (for more than 2 years),,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0169,2019,6,Yes,22,0,0,,,,,0,0,,Married,23,Yes,1,23,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Somewhat helpful,Yes,To some extent,,,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0836,2019,6,0,24,0,0,,,,,Yes,0,0,Engaged to be married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,Yes,To some extent,,,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0357,2019,6,0,24,Yes,0,Yes,,,,Yes,0,Yes,Never married,,,,,0,No,No,No,No,No,No,Yes,Yes,No,No,Yes,,,,,,,Yes,Yes,,,No,0,0,0,0,,Yes,To a great extent,Bachelors degree or equivalent,,,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0443,2019,6,Yes,23,Yes,Yes,,,,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Somewhat helpful,Yes,To a great extent,,A subsidiary or certificate or course (a type that learns less than or 2 years),,
Cambodia,1 Year,2024,Yes,KH-GEP-13-0304,2019,6,0,24,0,0,,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
